account_id,english_name,year,month,date,monthly_value
50043ST,12+ Months,2025,3,2025-03-01,2349.75
50044ST,TOTAL,2025,1,2025-01-01,3522.5833333333335
50044ST,TOTAL,2025,2,2025-02-01,3585.1666666666665
50044ST,TOTAL,2025,3,2025-03-01,3647.75
50045ST,0 - 3 Months,2025,1,2025-01-01,70446.75
50045ST,0 - 3 Months,2025,2,2025-02-01,69256.0
50045ST,0 - 3 Months,2025,3,2025-03-01,68065.25
50046ST,4 - 6 Months,2025,1,2025-01-01,27930.666666666668
50046ST,4 - 6 Months,2025,2,2025-02-01,28167.833333333332
50046ST,4 - 6 Months,2025,3,2025-03-01,28405.0
50047ST,7 - 12 Months,2025,1,2025-01-01,29745.583333333336
50047ST,7 - 12 Months,2025,2,2025-02-01,30176.0
50047ST,7 - 12 Months,2025,3,2025-03-01,30606.416666666668
50048ST,12+ Months,2025,1,2025-01-01,101466.75
50048ST,12+ Months,2025,2,2025-02-01,105000.08333333334
50048ST,12+ Months,2025,3,2025-03-01,108533.41666666667
50049ST,TOTAL,2025,1,2025-01-01,229589.75
50049ST,TOTAL,2025,2,2025-02-01,232599.9166666667
50049ST,TOTAL,2025,3,2025-03-01,235610.08333333334
500P,Owner(s),2025,1,2025-01-01,1.0
500P,Owner(s),2025,2,2025-02-01,1.0
500P,Owner(s),2025,3,2025-03-01,1.0
50101SD,# of Productive Bays,2025,1,2025-01-01,0.0
50101SD,# of Productive Bays,2025,2,2025-02-01,0.0
50101SD,# of Productive Bays,2025,3,2025-03-01,0.0
50101SDY,# of Productive Bays,2025,1,2025-01-01,0.0
50101SDY,# of Productive Bays,2025,2,2025-02-01,0.0
50101SDY,# of Productive Bays,2025,3,2025-03-01,0.0
50102SD,nan,2025,1,2025-01-01,0.0
50102SD,nan,2025,2,2025-02-01,0.0
50102SD,nan,2025,3,2025-03-01,0.0
50102SDZ,Avail. Work Bay Hrs. / Bay,2025,1,2025-01-01,0.0
50102SDZ,Avail. Work Bay Hrs. / Bay,2025,2,2025-02-01,0.0
50102SDZ,Avail. Work Bay Hrs. / Bay,2025,3,2025-03-01,0.0
50103SD,Non-Productive / Other,2025,1,2025-01-01,0.0
50103SD,Non-Productive / Other,2025,2,2025-02-01,0.0
50103SD,Non-Productive / Other,2025,3,2025-03-01,0.0
50103SDY,Non-Productive / Other,2025,1,2025-01-01,0.0
50103SDY,Non-Productive / Other,2025,2,2025-02-01,0.0
50103SDY,Non-Productive / Other,2025,3,2025-03-01,0.0
50104SD,nan,2025,1,2025-01-01,0.0
50104SD,nan,2025,2,2025-02-01,0.0
50104SD,nan,2025,3,2025-03-01,0.0
50104SDZ,Total Bays Available,2025,1,2025-01-01,0.0
50104SDZ,Total Bays Available,2025,2,2025-02-01,0.0
50104SDZ,Total Bays Available,2025,3,2025-03-01,0.0
50105SD,Capacity - Bay Hours Avail.,2025,1,2025-01-01,0.0
50105SD,Capacity - Bay Hours Avail.,2025,2,2025-02-01,0.0
50105SD,Capacity - Bay Hours Avail.,2025,3,2025-03-01,0.0
50106SD,Missed Appointments,2025,1,2025-01-01,0.0
50106SD,Missed Appointments,2025,2,2025-02-01,0.0
50106SD,Missed Appointments,2025,3,2025-03-01,0.0
50107SD,Active Customers,2025,1,2025-01-01,0.0
50107SD,Active Customers,2025,2,2025-02-01,0.0
50107SD,Active Customers,2025,3,2025-03-01,0.0
50107SDY,Active Customers,2025,1,2025-01-01,0.0
50107SDY,Active Customers,2025,2,2025-02-01,0.0
50107SDY,Active Customers,2025,3,2025-03-01,0.0
50108SD,# of Working Days,2025,1,2025-01-01,0.0
50108SD,# of Working Days,2025,2,2025-02-01,0.0
50108SD,# of Working Days,2025,3,2025-03-01,0.0
50109SD,Hours Available,2025,1,2025-01-01,0.0
50109SD,Hours Available,2025,2,2025-02-01,0.0
50109SD,Hours Available,2025,3,2025-03-01,0.0
5010G,DCP Warranty Labour - MITSUBISHI,2025,1,2025-01-01,0.0
5010G,DCP Warranty Labour - MITSUBISHI,2025,2,2025-02-01,0.0
5010G,DCP Warranty Labour - MITSUBISHI,2025,3,2025-03-01,0.0
5010S,DCP Warranty Labour - MITSUBISHI,2025,1,2025-01-01,0.0
5010S,DCP Warranty Labour - MITSUBISHI,2025,2,2025-02-01,0.0
5010S,DCP Warranty Labour - MITSUBISHI,2025,3,2025-03-01,0.0
5010U,DCP Warranty Labour - MITSUBISHI,2025,1,2025-01-01,0.0
5010U,DCP Warranty Labour - MITSUBISHI,2025,2,2025-02-01,0.0
5010U,DCP Warranty Labour - MITSUBISHI,2025,3,2025-03-01,0.0
50110SD,Hours Clocked,2025,1,2025-01-01,0.0
50110SD,Hours Clocked,2025,2,2025-02-01,0.0
50110SD,Hours Clocked,2025,3,2025-03-01,0.0
50111SD,Hours Sold,2025,1,2025-01-01,0.0
50111SD,Hours Sold,2025,2,2025-02-01,0.0
50111SD,Hours Sold,2025,3,2025-03-01,0.0
50112SD,Avg. Technician Wage,2025,1,2025-01-01,0.0
50112SD,Avg. Technician Wage,2025,2,2025-02-01,0.0
50112SD,Avg. Technician Wage,2025,3,2025-03-01,0.0
50112SDY,Avg. Technician Wage,2025,1,2025-01-01,0.0
50112SDY,Avg. Technician Wage,2025,2,2025-02-01,0.0
50112SDY,Avg. Technician Wage,2025,3,2025-03-01,0.0
50113SDZ,Productivity (Guide 85% +),2025,1,2025-01-01,0.0
50113SDZ,Productivity (Guide 85% +),2025,2,2025-02-01,0.0
50113SDZ,Productivity (Guide 85% +),2025,3,2025-03-01,0.0
50114SDZ,Efficiency (Guide 110 - 125%),2025,1,2025-01-01,0.0
50114SDZ,Efficiency (Guide 110 - 125%),2025,2,2025-02-01,0.0
50114SDZ,Efficiency (Guide 110 - 125%),2025,3,2025-03-01,0.0
5011G,CPO Warranty Labour - MITSUBISHI,2025,1,2025-01-01,0.0
5011G,CPO Warranty Labour - MITSUBISHI,2025,2,2025-02-01,0.0
5011G,CPO Warranty Labour - MITSUBISHI,2025,3,2025-03-01,0.0
5011S,CPO Warranty Labour - MITSUBISHI,2025,1,2025-01-01,0.0
5011S,CPO Warranty Labour - MITSUBISHI,2025,2,2025-02-01,0.0
5011S,CPO Warranty Labour - MITSUBISHI,2025,3,2025-03-01,0.0
5011U,CPO Warranty Labour - MITSUBISHI,2025,1,2025-01-01,0.0
5011U,CPO Warranty Labour - MITSUBISHI,2025,2,2025-02-01,0.0
5011U,CPO Warranty Labour - MITSUBISHI,2025,3,2025-03-01,0.0
5015G,Other Mechanical Labour,2025,1,2025-01-01,0.0
5015G,Other Mechanical Labour,2025,2,2025-02-01,0.0
5015G,Other Mechanical Labour,2025,3,2025-03-01,0.0
5015S,Other Mechanical Labour,2025,1,2025-01-01,0.0
5015S,Other Mechanical Labour,2025,2,2025-02-01,0.0
5015S,Other Mechanical Labour,2025,3,2025-03-01,0.0
5015U,Other Mechanical Labour,2025,1,2025-01-01,0.0
5015U,Other Mechanical Labour,2025,2,2025-02-01,0.0
5015U,Other Mechanical Labour,2025,3,2025-03-01,0.0
5020G,Detailing,2025,1,2025-01-01,0.0
5020G,Detailing,2025,2,2025-02-01,0.0
5020G,Detailing,2025,3,2025-03-01,0.0
5020S,Detailing,2025,1,2025-01-01,0.0
5020S,Detailing,2025,2,2025-02-01,0.0
5020S,Detailing,2025,3,2025-03-01,0.0
5020U,Detailing,2025,1,2025-01-01,0.0
5020U,Detailing,2025,2,2025-02-01,0.0
5020U,Detailing,2025,3,2025-03-01,0.0
50211SD,Tire Inventory Over 12 Mo's ($),2025,1,2025-01-01,0.0
50211SD,Tire Inventory Over 12 Mo's ($),2025,2,2025-02-01,0.0
50211SD,Tire Inventory Over 12 Mo's ($),2025,3,2025-03-01,0.0
50212SD,Tire Inventory Over 12 Mo's (%),2025,1,2025-01-01,0.0
50212SD,Tire Inventory Over 12 Mo's (%),2025,2,2025-02-01,0.0
50212SD,Tire Inventory Over 12 Mo's (%),2025,3,2025-03-01,0.0
5040D,Warranty Labour Rate,2025,1,2025-01-01,114.41666666666667
5040D,Warranty Labour Rate,2025,2,2025-02-01,114.83333333333333
5040D,Warranty Labour Rate,2025,3,2025-03-01,115.25
5040G,Warranty Labour - MITSUBISHI,2025,1,2025-01-01,3613.3333333333335
5040G,Warranty Labour - MITSUBISHI,2025,2,2025-02-01,3858.8333333333335
5040G,Warranty Labour - MITSUBISHI,2025,3,2025-03-01,4104.333333333334
5040S,Warranty Labour - MITSUBISHI,2025,1,2025-01-01,5368.583333333333
5040S,Warranty Labour - MITSUBISHI,2025,2,2025-02-01,5758.333333333333
5040S,Warranty Labour - MITSUBISHI,2025,3,2025-03-01,6148.083333333333
5040U,Warranty Labour - MITSUBISHI,2025,1,2025-01-01,65.5
5040U,Warranty Labour - MITSUBISHI,2025,2,2025-02-01,70.33333333333333
5040U,Warranty Labour - MITSUBISHI,2025,3,2025-03-01,75.16666666666666
5041D,Warranty Labour Rate,2025,1,2025-01-01,0.0
5041D,Warranty Labour Rate,2025,2,2025-02-01,0.0
5041D,Warranty Labour Rate,2025,3,2025-03-01,0.0
5080D,Internal Labour Rate,2025,1,2025-01-01,135.0
5080D,Internal Labour Rate,2025,2,2025-02-01,135.0
5080D,Internal Labour Rate,2025,3,2025-03-01,135.0
5080G,Internal Mechanical Labour,2025,1,2025-01-01,23789.75
5080G,Internal Mechanical Labour,2025,2,2025-02-01,23795.333333333336
5080G,Internal Mechanical Labour,2025,3,2025-03-01,23800.916666666668
5080S,Internal Mechanical Labour,2025,1,2025-01-01,30635.333333333332
5080S,Internal Mechanical Labour,2025,2,2025-02-01,30827.833333333332
5080S,Internal Mechanical Labour,2025,3,2025-03-01,31020.333333333332
5080U,Internal Mechanical Labour,2025,1,2025-01-01,123.91666666666667
5080U,Internal Mechanical Labour,2025,2,2025-02-01,126.08333333333333
5080U,Internal Mechanical Labour,2025,3,2025-03-01,128.25
5081D,Internal Labour Rate,2025,1,2025-01-01,0.0
5081D,Internal Labour Rate,2025,2,2025-02-01,0.0
5081D,Internal Labour Rate,2025,3,2025-03-01,0.0
5100G,Sublet Repairs,2025,1,2025-01-01,3095.1666666666665
5100G,Sublet Repairs,2025,2,2025-02-01,3050.0833333333335
5100G,Sublet Repairs,2025,3,2025-03-01,3005.0
5100S,Sublet Repairs,2025,1,2025-01-01,13471.166666666668
5100S,Sublet Repairs,2025,2,2025-02-01,13088.0
5100S,Sublet Repairs,2025,3,2025-03-01,12704.833333333334
5100U,Sublet Repairs,2025,1,2025-01-01,0.0
5100U,Sublet Repairs,2025,2,2025-02-01,0.0
5100U,Sublet Repairs,2025,3,2025-03-01,0.0
510P,Manager(s),2025,1,2025-01-01,4.0
510P,Manager(s),2025,2,2025-02-01,4.0
510P,Manager(s),2025,3,2025-03-01,4.0
5200G,P&A Repair Order Mechanical,2025,1,2025-01-01,6052.833333333334
5200G,P&A Repair Order Mechanical,2025,2,2025-02-01,5539.25
5200G,P&A Repair Order Mechanical,2025,3,2025-03-01,5025.666666666667
5200S,Internal Mechanical Labour,2025,1,2025-01-01,17836.583333333332
5200S,Internal Mechanical Labour,2025,2,2025-02-01,16279.833333333332
5200S,Internal Mechanical Labour,2025,3,2025-03-01,14723.083333333332
5200U,P&A Repair Order Mechanical,2025,1,2025-01-01,0.0
5200U,P&A Repair Order Mechanical,2025,2,2025-02-01,0.0
5200U,P&A Repair Order Mechanical,2025,3,2025-03-01,0.0
520P,Sales Reps.,2025,1,2025-01-01,5.416666666666667
520P,Sales Reps.,2025,2,2025-02-01,5.333333333333333
520P,Sales Reps.,2025,3,2025-03-01,5.25
5210G,Body P&A RO,2025,1,2025-01-01,0.0
5210G,Body P&A RO,2025,2,2025-02-01,0.0
5210G,Body P&A RO,2025,3,2025-03-01,0.0
5210S,Body P&A RO,2025,1,2025-01-01,0.0
5210S,Body P&A RO,2025,2,2025-02-01,0.0
5210S,Body P&A RO,2025,3,2025-03-01,0.0
5210U,Body P&A RO,2025,1,2025-01-01,0.0
5210U,Body P&A RO,2025,2,2025-02-01,0.0
5210U,Body P&A RO,2025,3,2025-03-01,0.0
5215G,DCP P&A RO,2025,1,2025-01-01,0.0
5215G,DCP P&A RO,2025,2,2025-02-01,0.0
5215G,DCP P&A RO,2025,3,2025-03-01,0.0
5215S,DCP P&A RO,2025,1,2025-01-01,0.0
5215S,DCP P&A RO,2025,2,2025-02-01,0.0
5215S,DCP P&A RO,2025,3,2025-03-01,0.0
5215U,DCP P&A RO,2025,1,2025-01-01,0.0
5215U,DCP P&A RO,2025,2,2025-02-01,0.0
5215U,DCP P&A RO,2025,3,2025-03-01,0.0
5216G,CPO P&A RO,2025,1,2025-01-01,0.0
5216G,CPO P&A RO,2025,2,2025-02-01,0.0
5216G,CPO P&A RO,2025,3,2025-03-01,0.0
5216S,CPO P&A RO,2025,1,2025-01-01,0.0
5216S,CPO P&A RO,2025,2,2025-02-01,0.0
5216S,CPO P&A RO,2025,3,2025-03-01,0.0
5216U,CPO P&A RO,2025,1,2025-01-01,0.0
5216U,CPO P&A RO,2025,2,2025-02-01,0.0
5216U,CPO P&A RO,2025,3,2025-03-01,0.0
5240G,Warranty P&A RO,2025,1,2025-01-01,9107.583333333332
5240G,Warranty P&A RO,2025,2,2025-02-01,12509.333333333332
5240G,Warranty P&A RO,2025,3,2025-03-01,15911.083333333332
5240S,Warranty P&A RO,2025,1,2025-01-01,12029.5
5240S,Warranty P&A RO,2025,2,2025-02-01,12367.833333333332
5240S,Warranty P&A RO,2025,3,2025-03-01,12706.166666666666
5240U,Warranty P&A RO,2025,1,2025-01-01,0.0
5240U,Warranty P&A RO,2025,2,2025-02-01,0.0
5240U,Warranty P&A RO,2025,3,2025-03-01,0.0
5261G,Internal P&A RO,2025,1,2025-01-01,7515.416666666667
5261G,Internal P&A RO,2025,2,2025-02-01,7534.083333333333
5261G,Internal P&A RO,2025,3,2025-03-01,7552.75
5261S,Internal P&A RO,2025,1,2025-01-01,24359.333333333332
5261S,Internal P&A RO,2025,2,2025-02-01,24697.583333333332
5261S,Internal P&A RO,2025,3,2025-03-01,25035.833333333332
5261U,Internal P&A RO,2025,1,2025-01-01,0.0
5261U,Internal P&A RO,2025,2,2025-02-01,0.0
5261U,Internal P&A RO,2025,3,2025-03-01,0.0
5280G,"Gas, Oil & Grease",2025,1,2025-01-01,8.333333333333334
5280G,"Gas, Oil & Grease",2025,2,2025-02-01,7.083333333333334
5280G,"Gas, Oil & Grease",2025,3,2025-03-01,5.833333333333334
5280S,"Gas, Oil & Grease",2025,1,2025-01-01,16.833333333333332
5280S,"Gas, Oil & Grease",2025,2,2025-02-01,9.916666666666666
5280S,"Gas, Oil & Grease",2025,3,2025-03-01,3.0
5280U,"Gas, Oil & Grease",2025,1,2025-01-01,0.0
5280U,"Gas, Oil & Grease",2025,2,2025-02-01,0.0
5280U,"Gas, Oil & Grease",2025,3,2025-03-01,0.0
5290G,Tire Storage,2025,1,2025-01-01,0.0
5290G,Tire Storage,2025,2,2025-02-01,0.0
5290G,Tire Storage,2025,3,2025-03-01,0.0
5290S,Tire Storage,2025,1,2025-01-01,0.0
5290S,Tire Storage,2025,2,2025-02-01,0.0
5290S,Tire Storage,2025,3,2025-03-01,0.0
5290U,Tire Storage,2025,1,2025-01-01,0.0
5290U,Tire Storage,2025,2,2025-02-01,0.0
5290U,Tire Storage,2025,3,2025-03-01,0.0
530P,F & I Sales Reps.,2025,1,2025-01-01,1.8333333333333333
530P,F & I Sales Reps.,2025,2,2025-02-01,1.9166666666666667
530P,F & I Sales Reps.,2025,3,2025-03-01,2.0
5310G,Retail Counter P&A,2025,1,2025-01-01,1265.25
5310G,Retail Counter P&A,2025,2,2025-02-01,1259.8333333333335
5310G,Retail Counter P&A,2025,3,2025-03-01,1254.4166666666667
5310S,Retail Counter P&A,2025,1,2025-01-01,4363.25
5310S,Retail Counter P&A,2025,2,2025-02-01,4281.0
5310S,Retail Counter P&A,2025,3,2025-03-01,4198.75
5310U,Retail Counter P&A,2025,1,2025-01-01,22.833333333333336
5310U,Retail Counter P&A,2025,2,2025-02-01,22.75
5310U,Retail Counter P&A,2025,3,2025-03-01,22.666666666666668
5330G,Wholesale P&A,2025,1,2025-01-01,3081.3333333333335
5330G,Wholesale P&A,2025,2,2025-02-01,3157.4166666666665
5330G,Wholesale P&A,2025,3,2025-03-01,3233.5
5330S,Wholesale P&A,2025,1,2025-01-01,13546.583333333334
5330S,Wholesale P&A,2025,2,2025-02-01,13948.083333333334
5330S,Wholesale P&A,2025,3,2025-03-01,14349.583333333334
5330U,Wholesale P&A,2025,1,2025-01-01,27.0
5330U,Wholesale P&A,2025,2,2025-02-01,27.75
5330U,Wholesale P&A,2025,3,2025-03-01,28.5
5400G,Customer Body Shop Labour,2025,1,2025-01-01,0.0
5400G,Customer Body Shop Labour,2025,2,2025-02-01,0.0
5400G,Customer Body Shop Labour,2025,3,2025-03-01,0.0
5400S,Customer Body Shop Labour,2025,1,2025-01-01,0.0
5400S,Customer Body Shop Labour,2025,2,2025-02-01,0.0
5400S,Customer Body Shop Labour,2025,3,2025-03-01,0.0
5400U,Customer Body Shop Labour,2025,1,2025-01-01,0.0
5400U,Customer Body Shop Labour,2025,2,2025-02-01,0.0
5400U,Customer Body Shop Labour,2025,3,2025-03-01,0.0
540P,Advisors,2025,1,2025-01-01,2.0833333333333335
540P,Advisors,2025,2,2025-02-01,2.1666666666666665
540P,Advisors,2025,3,2025-03-01,2.25
5420G,Warranty Claim Body Shop Labour,2025,1,2025-01-01,0.0
5420G,Warranty Claim Body Shop Labour,2025,2,2025-02-01,0.0
5420G,Warranty Claim Body Shop Labour,2025,3,2025-03-01,0.0
5420S,Warranty Claim Body Shop Labour,2025,1,2025-01-01,0.0
5420S,Warranty Claim Body Shop Labour,2025,2,2025-02-01,0.0
5420S,Warranty Claim Body Shop Labour,2025,3,2025-03-01,0.0
5420U,Warranty Claim Body Shop Labour,2025,1,2025-01-01,0.0
5420U,Warranty Claim Body Shop Labour,2025,2,2025-02-01,0.0
5420U,Warranty Claim Body Shop Labour,2025,3,2025-03-01,0.0
5430G,Internal Body Shop Labour,2025,1,2025-01-01,0.0
5430G,Internal Body Shop Labour,2025,2,2025-02-01,0.0
5430G,Internal Body Shop Labour,2025,3,2025-03-01,0.0
5430S,Internal Body Shop Labour,2025,1,2025-01-01,0.0
5430S,Internal Body Shop Labour,2025,2,2025-02-01,0.0
5430S,Internal Body Shop Labour,2025,3,2025-03-01,0.0
5430U,Internal Body Shop Labour,2025,1,2025-01-01,0.0
5430U,Internal Body Shop Labour,2025,2,2025-02-01,0.0
5430U,Internal Body Shop Labour,2025,3,2025-03-01,0.0
5440G,Sublet Repairs Body Shop,2025,1,2025-01-01,0.0
5440G,Sublet Repairs Body Shop,2025,2,2025-02-01,0.0
5440G,Sublet Repairs Body Shop,2025,3,2025-03-01,0.0
5440S,Sublet Repairs Body Shop,2025,1,2025-01-01,0.0
5440S,Sublet Repairs Body Shop,2025,2,2025-02-01,0.0
5440S,Sublet Repairs Body Shop,2025,3,2025-03-01,0.0
5440U,Sublet Repairs Body Shop,2025,1,2025-01-01,0.0
5440U,Sublet Repairs Body Shop,2025,2,2025-02-01,0.0
5440U,Sublet Repairs Body Shop,2025,3,2025-03-01,0.0
5450G,Body Shop Materials,2025,1,2025-01-01,0.0
5450G,Body Shop Materials,2025,2,2025-02-01,0.0
5450G,Body Shop Materials,2025,3,2025-03-01,0.0
5450S,Body Shop Materials,2025,1,2025-01-01,0.0
5450S,Body Shop Materials,2025,2,2025-02-01,0.0
5450S,Body Shop Materials,2025,3,2025-03-01,0.0
5450U,Body Shop Materials,2025,1,2025-01-01,0.0
5450U,Body Shop Materials,2025,2,2025-02-01,0.0
5450U,Body Shop Materials,2025,3,2025-03-01,0.0
550P,Technicians,2025,1,2025-01-01,3.0
550P,Technicians,2025,2,2025-02-01,3.083333333333333
550P,Technicians,2025,3,2025-03-01,3.1666666666666665
560AP,Hired YTD,2025,1,2025-01-01,0.0
560AP,Hired YTD,2025,2,2025-02-01,0.0
560AP,Hired YTD,2025,3,2025-03-01,0.0
560BP,Hired YTD,2025,1,2025-01-01,0.0
560BP,Hired YTD,2025,2,2025-02-01,0.0
560BP,Hired YTD,2025,3,2025-03-01,0.0
560CP,Hired YTD,2025,1,2025-01-01,0.0
560CP,Hired YTD,2025,2,2025-02-01,0.0
560CP,Hired YTD,2025,3,2025-03-01,0.0
560DP,Hired YTD,2025,1,2025-01-01,0.0
560DP,Hired YTD,2025,2,2025-02-01,0.0
560DP,Hired YTD,2025,3,2025-03-01,0.0
560EP,Hired YTD,2025,1,2025-01-01,0.0
560EP,Hired YTD,2025,2,2025-02-01,0.0
560EP,Hired YTD,2025,3,2025-03-01,0.0
560P,Apprentices,2025,1,2025-01-01,2.0
560P,Apprentices,2025,2,2025-02-01,2.0
560P,Apprentices,2025,3,2025-03-01,2.0
560TP,Hired YTD,2025,1,2025-01-01,0.0
560TP,Hired YTD,2025,2,2025-02-01,0.0
560TP,Hired YTD,2025,3,2025-03-01,0.0
5700G,Tires,2025,1,2025-01-01,1580.1666666666665
5700G,Tires,2025,2,2025-02-01,1909.0
5700G,Tires,2025,3,2025-03-01,2237.833333333333
5700S,Tires,2025,1,2025-01-01,7465.833333333334
5700S,Tires,2025,2,2025-02-01,8985.5
5700S,Tires,2025,3,2025-03-01,10505.166666666668
5700U,Tires,2025,1,2025-01-01,14.083333333333334
5700U,Tires,2025,2,2025-02-01,16.916666666666668
5700U,Tires,2025,3,2025-03-01,19.75
570AP,Terminated YTD,2025,1,2025-01-01,0.0
570AP,Terminated YTD,2025,2,2025-02-01,0.0
570AP,Terminated YTD,2025,3,2025-03-01,0.0
570BP,Terminated YTD,2025,1,2025-01-01,0.0
570BP,Terminated YTD,2025,2,2025-02-01,0.0
570BP,Terminated YTD,2025,3,2025-03-01,0.0
570CP,Terminated YTD,2025,1,2025-01-01,0.0
570CP,Terminated YTD,2025,2,2025-02-01,0.0
570CP,Terminated YTD,2025,3,2025-03-01,0.0
570DP,Terminated YTD,2025,1,2025-01-01,0.0
570DP,Terminated YTD,2025,2,2025-02-01,0.0
570DP,Terminated YTD,2025,3,2025-03-01,0.0
570EP,Terminated YTD,2025,1,2025-01-01,0.0
570EP,Terminated YTD,2025,2,2025-02-01,0.0
570EP,Terminated YTD,2025,3,2025-03-01,0.0
570P,Clerical / Other,2025,1,2025-01-01,6.25
570P,Clerical / Other,2025,2,2025-02-01,6.166666666666666
570P,Clerical / Other,2025,3,2025-03-01,6.083333333333333
570TP,Terminated YTD,2025,1,2025-01-01,0.0
570TP,Terminated YTD,2025,2,2025-02-01,0.0
570TP,Terminated YTD,2025,3,2025-03-01,0.0
5710G,Other P&A,2025,1,2025-01-01,40.83333333333334
5710G,Other P&A,2025,2,2025-02-01,-142.66666666666666
5710G,Other P&A,2025,3,2025-03-01,-326.16666666666663
5710S,Other P&A,2025,1,2025-01-01,595.5
5710S,Other P&A,2025,2,2025-02-01,173.0
5710S,Other P&A,2025,3,2025-03-01,-249.5
5710U,Other P&A,2025,1,2025-01-01,0.0
5710U,Other P&A,2025,2,2025-02-01,0.0
5710U,Other P&A,2025,3,2025-03-01,0.0
5720G,Volume Discount,2025,1,2025-01-01,0.0
5720G,Volume Discount,2025,2,2025-02-01,0.0
5720G,Volume Discount,2025,3,2025-03-01,0.0
5720U,Volume Discount,2025,1,2025-01-01,0.0
5720U,Volume Discount,2025,2,2025-02-01,0.0
5720U,Volume Discount,2025,3,2025-03-01,0.0
6001DZ,Gross Stock Turn,2025,1,2025-01-01,0.07583333333333331
6001DZ,Gross Stock Turn,2025,2,2025-02-01,0.07583333333333328
6001DZ,Gross Stock Turn,2025,3,2025-03-01,0.07583333333333324
6002DZ,Pts. Sls. per Customer RO (Inc. Tires),2025,1,2025-01-01,19.12333333333333
6002DZ,Pts. Sls. per Customer RO (Inc. Tires),2025,2,2025-02-01,17.66583333333333
6002DZ,Pts. Sls. per Customer RO (Inc. Tires),2025,3,2025-03-01,16.208333333333336
6003DZ,CP Pts. : CP Labour Sls. (Inc. Tires),2025,1,2025-01-01,0.10999999999999996
6003DZ,CP Pts. : CP Labour Sls. (Inc. Tires),2025,2,2025-02-01,0.12249999999999994
6003DZ,CP Pts. : CP Labour Sls. (Inc. Tires),2025,3,2025-03-01,0.13499999999999993
6004DZ,Warranty Pts. : Warranty Labour Sales,2025,1,2025-01-01,-0.019166666666666665
6004DZ,Warranty Pts. : Warranty Labour Sales,2025,2,2025-02-01,-0.1308333333333333
6004DZ,Warranty Pts. : Warranty Labour Sales,2025,3,2025-03-01,-0.24249999999999994
6005DZ,Sales $'s per Retail Counter Invoice,2025,1,2025-01-01,0.8066666666666729
6005DZ,Sales $'s per Retail Counter Invoice,2025,2,2025-02-01,-4.521666666666659
6005DZ,Sales $'s per Retail Counter Invoice,2025,3,2025-03-01,-9.84999999999999
6006DZ,Sales $'s per Wholesale Invoice,2025,1,2025-01-01,48.299166666666665
6006DZ,Sales $'s per Wholesale Invoice,2025,2,2025-02-01,50.88083333333333
6006DZ,Sales $'s per Wholesale Invoice,2025,3,2025-03-01,53.4625
6007DZ,Pts. Months Supply (Guide 1.5 mos),2025,1,2025-01-01,1.7691666666666666
6007DZ,Pts. Months Supply (Guide 1.5 mos),2025,2,2025-02-01,2.3725
6007DZ,Pts. Months Supply (Guide 1.5 mos),2025,3,2025-03-01,2.975833333333333
6008DZ,Tire Inventory Over 12 Mo's ($),2025,1,2025-01-01,0.0
6008DZ,Tire Inventory Over 12 Mo's ($),2025,2,2025-02-01,0.0
6008DZ,Tire Inventory Over 12 Mo's ($),2025,3,2025-03-01,0.0
6009DZ,Tire Inventory Over 12 Mo's (%),2025,1,2025-01-01,0.0
6009DZ,Tire Inventory Over 12 Mo's (%),2025,2,2025-02-01,0.0
6009DZ,Tire Inventory Over 12 Mo's (%),2025,3,2025-03-01,0.0
6010DZ,Gross Stock Turn,2025,1,2025-01-01,0.14916666666666664
6010DZ,Gross Stock Turn,2025,2,2025-02-01,0.14666666666666664
6010DZ,Gross Stock Turn,2025,3,2025-03-01,0.1441666666666666
6011DZ,Pts. Sls. per Customer RO (Inc. Tires),2025,1,2025-01-01,14.235833333333334
6011DZ,Pts. Sls. per Customer RO (Inc. Tires),2025,2,2025-02-01,14.171666666666669
6011DZ,Pts. Sls. per Customer RO (Inc. Tires),2025,3,2025-03-01,14.107500000000003
6012DZ,CP Pts. : CP Labour Sls. (Inc. Tires),2025,1,2025-01-01,0.06583333333333334
6012DZ,CP Pts. : CP Labour Sls. (Inc. Tires),2025,2,2025-02-01,0.0675
6012DZ,CP Pts. : CP Labour Sls. (Inc. Tires),2025,3,2025-03-01,0.06916666666666668
6013DZ,Warranty Pts. : Warranty Labour Sales,2025,1,2025-01-01,0.18916666666666665
6013DZ,Warranty Pts. : Warranty Labour Sales,2025,2,2025-02-01,0.1825
6013DZ,Warranty Pts. : Warranty Labour Sales,2025,3,2025-03-01,0.1758333333333333
6014DZ,Sales $'s per Retail Counter Invoice,2025,1,2025-01-01,15.800833333333335
6014DZ,Sales $'s per Retail Counter Invoice,2025,2,2025-02-01,15.435833333333337
6014DZ,Sales $'s per Retail Counter Invoice,2025,3,2025-03-01,15.070833333333336
6015DZ,Sales $'s per Wholesale Invoice,2025,1,2025-01-01,42.142499999999984
6015DZ,Sales $'s per Wholesale Invoice,2025,2,2025-02-01,42.554166666666646
6015DZ,Sales $'s per Wholesale Invoice,2025,3,2025-03-01,42.9658333333333
6016DZ,Pts. Months Supply (Guide 1.5 mos),2025,1,2025-01-01,0.09916666666666665
6016DZ,Pts. Months Supply (Guide 1.5 mos),2025,2,2025-02-01,0.10083333333333332
